460,"[('EAST TEXAS BRIDGE INC. ', ' 478858.00'), (' PIERCE R & B LLC ', ' 464975.64'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 503458.74'), (' STATELINE CONSTRUCTION LLC ', ' 432714.00'), (' DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 437318.95'), (' HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 512541.50'), (' HARTBEAT CONSTRUCTION ', ' 475564.00')]"
461,"[('CROWN CIVIL CONSTRUCTION CORP. ', ' 166892.00'), (' LELAND & BRADLEE CONSTRUCTION INC. ', ' 141433.98'), (' BXB GROUP INCORPORATION ', ' 216224.00'), (' M & M STRIPING & POWER WASHING LLC ', ' 97066.00'), (' HARTBEAT CONSTRUCTION ', ' 128215.00'), (' O. TREVINO CONSTRUCTION LLC ', ' 273476.50'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 229040.00'), (' CROSS PLUS CONSTRUCTION LLC ', ' 155074.00')]"
462,"[('NOBLES ROAD CONSTRUCTION INC. ', ' 4678032.41'), (' A. L. HELMCAMP INC. ', ' 4544248.09'), (' PRATER EQUIPMENT CO. INC. ', ' 3737969.44'), (' BRETT CONSTRUCTION COMPANY ', ' 4210252.58'), (' FNH CONSTRUCTION LLC ', ' 4643030.90')]"
463,"[('PEACHTREE CONSTRUCTION LTD. ', ' 5710947.24'), (' NORTHEASTERN PAVERS INC. ', ' 5203502.50'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 6484755.84'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 4616649.64'), (' THE LANE CONSTRUCTION CORPORATION ', ' 5033863.50'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 5425418.85')]"
464,"[('DURWOOD GREENE CONSTRUCTION CO. ', ' 2052047.82'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 1783015.93'), (' HUNTER INDUSTRIES LTD. ', ' 1713209.17'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 1765222.18')]"
465,"[('JOE BLAND CONSTRUCTION L.P. ', ' 6806490.65'), (' JIMMY EVANS COMPANY LTD. ', ' 7510927.90'), (' ALLEN KELLER COMPANY ', ' 4889284.42'), (' AARON CONCRETE CONTRACTORS L.P. ', ' 5871634.75'), (' COX COMMERCIAL CONSTRUCTION LLC ', ' 4540243.00'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 5040911.88'), (' HUNTER INDUSTRIES LTD. ', ' 4076992.45'), (' JORDAN FOSTER CONSTRUCTION LLC ', ' 4509034.75'), (' CHASCO CONSTRUCTORS ', ' 5478105.12'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 5663345.50'), (' DAN WILLIAMS COMPANY ', ' 5361321.74'), (' CAPITAL EXCAVATION COMPANY ', ' 4804090.08')]"
466,"[('CHASCO CONSTRUCTORS ', ' 3129646.55'), (' RAGLE CONSTRUCTION INC. ', ' 3592756.05'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 3095632.11'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 3282495.47'), (' J.D. ABRAMS L.P. ', ' 2950399.18'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 2954520.90'), (' HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 3518981.10'), (' ELLIS-MCGINNIS CONSTRUCTION CO. ', ' 3536966.10'), (' PIERCE R & B LLC ', ' 3328626.85'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 3098671.43')]"
467,"[('OLDCASTLE MATERIALS TEXAS INC. ', ' 1609153.41'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 1576323.63'), (' FNH CONSTRUCTION LLC ', ' 1964946.75'), (' O. TREVINO CONSTRUCTION LLC ', ' 1463102.55'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 1558993.66'), (' IIPL USA LLC ', ' 2234135.50'), (' PEACHTREE CONSTRUCTION LTD. ', ' 1608102.30')]"
468,"[('EARTH BUILDERS L.P. ', ' 1065944.00'), (' THE LANE CONSTRUCTION CORPORATION ', ' 804713.01'), (' JAGOE-PUBLIC COMPANY ', ' 706189.82'), (' A. L. HELMCAMP INC. ', ' 777552.80'), (' FNH CONSTRUCTION LLC ', ' 1021453.00')]"
469,"[('TRP CONSTRUCTION GROUP LLC ', ' 468381.07'), (' TOTAL HIGHWAY MAINTENANCE LLC ', ' 402534.60'), (' D. I. J. CONSTRUCTION INC. ', ' 482718.62'), (' FLAT LINE INC. ', ' 397732.27'), (' STRIPE-A-ZONE INC. ', ' 399999.97'), (' PAVEMENT MARKINGS INC. ', ' 515665.23'), (' INTERSTATE BARRICADES & MARKINGS INC. ', ' 695151.95'), (' L&L COMPANY ', ' 507987.15'), (' BATTERSON LLP ', ' 435095.35')]"
470,"[('OLDCASTLE MATERIALS TEXAS INC. ', ' 6041218.43'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 5434852.32'), (' DUININCK INC. ', ' 6669230.36'), (' JAGOE-PUBLIC COMPANY ', ' 4894838.28'), (' THE LANE CONSTRUCTION CORPORATION ', ' 5227463.80'), (' ZACK BURKETT CO. ', ' 6852068.54'), (' FNH CONSTRUCTION LLC ', ' 8611402.40'), (' RK HALL LLC ', ' 6747152.03'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 6034382.06')]"
471,"[('DUININCK INC. ', ' 770786.83'), (' IOC COMPANY LLC ', ' 727356.80'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 834157.16'), (' A. L. HELMCAMP INC. ', ' 712723.50'), (' NOBLES ROAD CONSTRUCTION INC. ', ' 713979.45'), (' FNH CONSTRUCTION LLC ', ' 1086328.00'), (' J. H. STRAIN & SONS INC. ', ' 870784.40'), (' JAY MILLS CONTRACTING INCORPORATED ', ' 742205.84')]"
472,"[('FNH CONSTRUCTION LLC ', ' 443230.00'), (' CROSS PLUS CONSTRUCTION LLC ', ' 402951.00'), (' L.C. JORDAN & SON ', ' 476902.00'), (' BECK-REIT & SONS LTD. ', ' 322992.60'), (' BEAR CREEK CONTRACTING LLC ', ' 355621.40'), (' CHAMPION INFRASTRUCTURE LLC ', ' 592625.00'), (' SJ&J CONSTRUCTION LLC ', ' 442090.00')]"
473,"[('EAST TEXAS BRIDGE INC. ', ' 1811111.80'), (' A. K. GILLIS & SONS INC. ', ' 1781328.86'), (' A. L. HELMCAMP INC. ', ' 1287284.82'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 1298128.33')]"
474,"[('BAY LTD. ', ' 1452118.33'), (' HAAS-ANDERSON CONSTRUCTION LTD. ', ' 1726839.40')]"
475,"[('ELLIS-MCGINNIS CONSTRUCTION CO. ', ' 299725.00'), (' SOUTH TEXAS ILLUMINATION LLC ', ' 285551.00'), (' CHAMPION INFRASTRUCTURE LLC ', ' 306050.00'), (' JASCO ', ' 190640.00'), ("" MARCOM'S MOWING SERVICE LLC "", ' 278956.00'), (' FNH CONSTRUCTION LLC ', ' 402950.00'), (' CROSS PLUS CONSTRUCTION LLC ', ' 315100.00'), (' ODUM SERVICES L.P. ', ' 287655.00')]"
476,"[('ROADSAFE TRAFFIC SYSTEMS INC. ', ' 799865.00'), (' PROFESSIONAL TRAFFIC CONTROL LLC ', ' 522230.00'), (' BATTERSON LLP ', ' 547339.00')]"
477,"[('CLARK CONSTRUCTION OF TEXAS INC. ', ' 2081077.93'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 2087942.52')]"
478,"[('CLARK CONSTRUCTION OF TEXAS INC. ', ' 811155.97'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 639996.10'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 532282.70'), (' A. L. HELMCAMP INC. ', ' 584044.20'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 738428.15')]"
479,"[('SYNERGY PROJECT CONSULTANTS INC. ', ' 450425.09'), (' DAN WILLIAMS COMPANY ', ' 653650.00')]"
480,"[('BATTERSON LLP ', ' 1281841.16'), (' TRP CONSTRUCTION GROUP LLC ', ' 972564.44'), (' TOTAL HIGHWAY MAINTENANCE LLC ', ' 1224682.72')]"
481,"[('WILLIAMS BROTHERS CONSTRUCTION CO. INC. ', ' 81358735.91'), (' ZACHRY CONSTRUCTION CORPORATION ', ' 70233969.33'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 72637356.11'), (' FLATIRON CONSTRUCTORS INC. ', ' 66845538.30'), (' ANDERSON COLUMBIA CO. INC. ', ' 76994281.40'), (' SUNDT CONSTRUCTION INC. ', ' 74809023.83'), (' STERLING DELAWARE HOLDING COMPANY INC. ', ' 73926630.44')]"
482,"[('BAY LTD. ', ' 49960151.46')]"
483,"[('EARTH BUILDERS L.P. ', ' 2657106.00'), (' NOBLES ROAD CONSTRUCTION INC. ', ' 1949229.90'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 2181301.62'), (' BEAR CREEK CONTRACTING LLC ', ' 1895820.80'), (' FNH CONSTRUCTION LLC ', ' 2617707.00'), (' STATELINE CONSTRUCTION LLC ', ' 2522554.30'), (' PIERCE R & B LLC ', ' 2299969.60'), (' COPPELL CONSTRUCTION CO. INC. ', ' 2692626.25')]"
484,"[('BALFOUR BEATTY INFRASTRUCTURE INC. ', ' 75473029.68'), (' ZACHRY CONSTRUCTION CORPORATION ', ' 79999158.19'), (' SEMA CONSTRUCTION INC. ', ' 74773621.06'), (' WEBBER LLC ', ' 74977700.00'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 89539964.50'), (' FLATIRON CONSTRUCTORS INC. ', ' 68371998.12'), (' ED BELL CONSTRUCTION COMPANY ', ' 99454174.38'), (' OHL USA INC. ', ' 77947054.47'), (' FLUOR HEAVY CIVIL LLC ', ' 76297366.16'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 80745739.00'), (' MCM ', ' 82625348.60')]"
485,"[('SMITH & COMPANY ', ' 615879.78'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 637007.44'), (' DURWOOD GREENE CONSTRUCTION CO. ', ' 569694.87'), (' FORDE CONSTRUCTION COMPANY INC. ', ' 699193.15'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 649150.26'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 645263.72')]"
486,"[('THE LANE CONSTRUCTION CORPORATION ', ' 1717612.30'), (' PEACHTREE CONSTRUCTION LTD. ', ' 1788597.79'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 1697511.95'), (' IOC COMPANY LLC ', ' 1991827.70'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 1962059.97'), (' NORTHEASTERN PAVERS INC. ', ' 1804225.75')]"
487,"[('LUDCO INC. ', ' 44900.00'), (' STRIPING TECHNOLOGY L.P. ', ' 50735.00')]"
488,"[('J. LEE MILLIGAN INC. ', ' 492889.30'), (' L A FULLER & SONS CONSTRUCTION LTD. ', ' 517918.00'), (' EARTH BUILDERS L.P. ', ' 447421.50'), (' O. TREVINO CONSTRUCTION LLC ', ' 563366.50'), (' CROSS PLUS CONSTRUCTION LLC ', ' 550318.00'), (' RK HALL LLC ', ' 540449.50')]"
489,"[('CDM HOLDINGS LLC ', ' 947303.30'), (' STATELINE CONSTRUCTION LLC ', ' 698266.05'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 833383.80'), (' DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 671325.95'), (' EAST TEXAS BRIDGE INC. ', ' 868947.50'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 860149.00'), (' PIERCE R & B LLC ', ' 839955.78'), (' HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 1179902.30')]"
490,"[('ISI CONTRACTING INC. ', ' 7142388.40'), (' J.D. ABRAMS L.P. ', ' 8468023.81'), (' SB CONTRACTORS LLC ', ' 7291026.26'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 7794972.53')]"
491,"[('OLDCASTLE MATERIALS TEXAS INC. ', ' 3430139.22'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 3829057.70'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 3360292.76'), (' A. L. HELMCAMP INC. ', ' 4067559.51'), (' FNH CONSTRUCTION LLC ', ' 3918600.00')]"
492,"[('3LW CIVIL LLC ', ' 1588153.61'), (' L.C. JORDAN & SON ', ' 1678425.00'), (' RELMCO INC. ', ' 1474796.26'), (' FNH CONSTRUCTION LLC ', ' 1727415.00'), (' CHAMPION INFRASTRUCTURE LLC ', ' 1699709.00')]"
493,"[('CRG ', ' 1335154.78'), (' RELMCO INC. ', ' 1764076.78'), (' SCR CIVIL CONSTRUCTION LLC ', ' 1574216.20'), (' CEKRA INC. ', ' 1738827.00')]"
494,"[('BIG CREEK CONSTRUCTION LTD. ', ' 12522360.87'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 12716050.59'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 12363769.21'), (' JAY MILLS CONTRACTING INCORPORATED ', ' 14826282.81'), (' TTG UTILITIES LP ', ' 14109348.15')]"
495,"[('VENEGAS ENGINEERING MANAGEMENT AND CONSTRUCTION INC. ', ' 7732782.07'), (' DAN WILLIAMS COMPANY ', ' 7756728.65'), (' LESNA CONSTRUCTION INC. ', ' 7093503.35'), (' JORDAN FOSTER CONSTRUCTION LLC ', ' 8327050.95'), (' J. A. R. CONCRETE INC. ', ' 7812610.55')]"
496,"[('DAN WILLIAMS COMPANY ', ' 1195062.52'), (' SB CONTRACTORS LLC ', ' 973826.26'), (' ACME BRIDGE COMPANY INC. ', ' 1019168.25'), (' CAPITAL EXCAVATION COMPANY ', ' 905345.35'), (' RELMCO INC. ', ' 1182416.68'), (' DEAN WORD COMPANY LTD. ', ' 1173296.16'), (' CURRAN CONTRACTING COMPANY ', ' 1156498.20'), (' A GREATER AUSTIN DEVELOPMENT CONCRETE CONSTRUCTION L.L.C. ', ' 1290746.92'), (' HUNTER INDUSTRIES LTD. ', ' 1299465.42')]"
497,"[('APEX LANDSCAPE & IRRIGATION LLC ', ' 624968.14'), (' ENCINO LANDSCAPE INC. ', ' 815084.56')]"
498,"[('DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 1458155.23'), (' HODGES AND SON CONSTRUCTION COMPANY INC. ', ' 1752265.90'), (' ALLCO LLC ', ' 1409475.08'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 1954815.40'), (' RAGLE CONSTRUCTION INC. ', ' 1878085.80'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 1769063.79')]"
499,"[('WILLIS ELECTRIC CO. LP ', ' 562624.30')]"
500,"[('JORDAN FOSTER CONSTRUCTION LLC ', ' 2462912.85'), (' COX COMMERCIAL CONSTRUCTION LLC ', ' 1870286.70'), (' DEAN WORD COMPANY LTD. ', ' 2082239.93'), (' CAPITAL EXCAVATION COMPANY ', ' 1856165.10'), (' JOE BLAND CONSTRUCTION L.P. ', ' 2441772.90'), (' AARON CONCRETE CONTRACTORS L.P. ', ' 2172995.90'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 2118938.05')]"
501,"[('A. L. HELMCAMP INC. ', ' 3967889.50'), (' ED BELL CONSTRUCTION COMPANY ', ' 4529030.39'), (' A. K. GILLIS & SONS INC. ', ' 3813436.38'), (' FNH CONSTRUCTION LLC ', ' 5825815.75'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 4989946.67'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 4585823.74')]"
502,"[('SCR CIVIL CONSTRUCTION LLC ', ' 286920.00'), (' CHAMPION INFRASTRUCTURE LLC ', ' 307840.00'), (' RESTEK INC. ', ' 466700.00')]"
503,"[('LONGVIEW BRIDGE AND ROAD LTD. ', ' 2831846.65'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 2282564.73'), (' PIERCE R & B LLC ', ' 2389999.98'), (' FUQUA CONSTRUCTION CO. INC. ', ' 2256435.10'), (' STATELINE CONSTRUCTION LLC ', ' 2693740.15'), (' ELLIS-MCGINNIS CONSTRUCTION CO. ', ' 2523624.90'), (' A. L. HELMCAMP INC. ', ' 2490710.30'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 3434587.80')]"
504,"[('DUININCK INC. ', ' 3439171.42'), (' FNH CONSTRUCTION LLC ', ' 4529349.25'), (' JAGOE-PUBLIC COMPANY ', ' 3516223.68'), (' A. L. HELMCAMP INC. ', ' 3890671.45')]"
505,"[('BIG CREEK CONSTRUCTION LTD. ', ' 5187287.60'), (' DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 5340890.77'), (' A. L. HELMCAMP INC. ', ' 4949012.53'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 7030256.01'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 5722271.37')]"
506,"[('ENCINO LANDSCAPE INC. ', ' 557600.00'), (' APEX LANDSCAPE & IRRIGATION LLC ', ' 712262.50')]"
507,"[('BAY LTD. ', ' 5823754.28'), (' FOREMOST PAVING INC. ', ' 7170922.13'), (' HAAS-ANDERSON CONSTRUCTION LTD. ', ' 6344885.06'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 7121753.54')]"
508,"[('TRAF-TEX INC. ', ' 258988.85'), (' D&G ENERGY CORPORATION ', ' 341373.00'), (' AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. ', ' 280151.50'), (' F & W ELECTRICAL CONTRACTORS INC. ', ' 320038.10')]"
509,"[('A. L. HELMCAMP INC. ', ' 1410486.50'), (' THE LANE CONSTRUCTION CORPORATION ', ' 1130009.60'), (' PEACHTREE CONSTRUCTION LTD. ', ' 1177882.40'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 1057227.20'), ("" BICK'S CONSTRUCTION INC. "", ' 1394206.07'), (' IOC COMPANY LLC ', ' 1367624.80'), (' NORTHEASTERN PAVERS INC. ', ' 1198032.40'), (' DUININCK INC. ', ' 1469833.30')]"
510,"[('FNH CONSTRUCTION LLC ', ' 3373912.04'), (' IIPL USA LLC ', ' 2346249.57'), (' SILVER CREEK CONSTRUCTION INC. ', ' 2685389.58'), (' O. TREVINO CONSTRUCTION LLC ', ' 2315893.57'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 3263600.70'), (' WINDING ROAD CONSTRUCTION INC. ', ' 2797046.79'), (' GIBSON & ASSOCIATES INC. ', ' 2727083.57')]"
511,"[('RELMCO INC. ', ' 3271173.56'), (' DAN WILLIAMS COMPANY ', ' 3582318.45'), (' J3 COMPANY LLC ', ' 3777748.38')]"
512,"[('KNIFE RIVER CORPORATION - SOUTH ', ' 862850.00'), (' SMITH & COMPANY ', ' 1473506.70'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 1157892.83'), (' BIG CREEK CONSTRUCTION LTD. ', ' 1383454.00')]"
513,"[('BLACK JACK ENERGY SERVICES LLC ', ' 692661.01'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 699996.04'), (' PRICE CONSTRUCTION LTD. ', ' 553859.57'), (' FNF CONSTRUCTION INC. ', ' 816538.50'), (' DUININCK INC. ', ' 715689.45')]"
514,"[('H. H. HOWARD & SONS INC. ', ' 14407587.78'), (' MARIO SINACOLA & SONS EXCAVATING INC. ', ' 12988007.46'), (' STERLING DELAWARE HOLDING COMPANY INC. ', ' 13412244.44'), (' EAST TEXAS BRIDGE INC. ', ' 12222495.52'), (' AUSTIN BRIDGE & ROAD SERVICES LP ', ' 13895881.14'), (' WEBBER LLC ', ' 13828409.15'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 13560906.01')]"
515,"[('SELECT STRIPING LLC ', ' 586448.15'), (' MICA CORPORATION ', ' 710818.77'), (' IIPL USA LLC ', ' 496357.00'), (' FLORIDA TRAFFIC CONTROL DEVICES INC. ', ' 894863.87'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 752301.46')]"
516,"[('DURABLE SPECIALTIES INC. ', ' 268000.00'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 297583.11')]"
517,"[('ANGEL BROTHERS HOLDINGS CORP. ', ' 1461447.97'), (' CORNERSTONE PAVING AND CONSTRUCTION L.L.C. ', ' 1550773.27'), (' KNIFE RIVER CORPORATION - SOUTH ', ' 1448042.29'), (' HIGHWAY 19 CONSTRUCTION LLC ', ' 2118251.68'), (' 3LW CIVIL LLC ', ' 1925879.92'), (' FUQUA CONSTRUCTION CO. INC. ', ' 1607395.44')]"
518,"[('A. L. HELMCAMP INC. ', ' 3684302.90'), (' PRICE CONSTRUCTION LTD. ', ' 3981892.92'), (' JAY MILLS CONTRACTING INCORPORATED ', ' 3372833.81'), (' CONTRACT PAVING CO. ', ' 9430307.19'), (' FNH CONSTRUCTION LLC ', ' 5229884.75')]"
519,"[('MCCARTHY BUILDING COMPANIES INC. ', ' 52353226.68'), (' BALFOUR BEATTY INFRASTRUCTURE INC. ', ' 53686560.87'), (' JAMES CONSTRUCTION GROUP L.L.C. ', ' 49926139.93'), (' WILLIAMS BROTHERS CONSTRUCTION CO. INC. ', ' 65180768.48'), (' HARPER BROTHERS CONSTRUCTION LLC ', ' 56662210.24')]"
520,"[('PRICE CONSTRUCTION LTD. ', ' 12997699.13'), (' JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY ', ' 15976027.18'), (' JONES BROS. DIRT & PAVING CONTRACTORS INC. ', ' 13280781.79'), (' REECE ALBERT INC. ', ' 13555969.23')]"
521,"[('LONE STAR PAVING COMPANY ', ' 14638954.00'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 14884999.72'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 13947909.96'), (' WILLIAMS BROTHERS CONSTRUCTION CO. INC. ', ' 15457009.74'), (' AUSTIN MATERIALS LLC ', ' 15165558.15')]"
522,"[('A. L. HELMCAMP INC. ', ' 664633.80'), (' JAGOE-PUBLIC COMPANY ', ' 774457.02'), (' THE LANE CONSTRUCTION CORPORATION ', ' 554791.65'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 850260.60'), (' PEACHTREE CONSTRUCTION LTD. ', ' 793914.75')]"
523,"[('FNH CONSTRUCTION LLC ', ' 1698789.80'), (' NORMAN HIGHWAY CONSTRUCTORS INC. ', ' 1376922.90'), (' TOTAL HIGHWAY MAINTENANCE LLC ', ' 1444317.70'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 1375866.73'), (' AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC ', ' 1653584.66'), (' A. L. HELMCAMP INC. ', ' 1462686.84'), (' SMITH & COMPANY ', ' 1453555.60'), (' ISI CONTRACTING INC. ', ' 1745891.65')]"
524,"[('INTERSTATE BARRICADES & MARKINGS INC. ', ' 903396.18'), (' BATTERSON LLP ', ' 974803.10'), (' STRIPE-A-ZONE INC. ', ' 831249.46'), (' TRP CONSTRUCTION GROUP LLC ', ' 1080591.55'), (' TOTAL HIGHWAY MAINTENANCE LLC ', ' 1021210.36'), (' D. I. J. CONSTRUCTION INC. ', ' 995977.90')]"
525,"[('FNH CONSTRUCTION LLC ', ' 2094316.00'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 2108417.10'), (' CLARK CONSTRUCTION OF TEXAS INC. ', ' 2038396.38'), (' DREWERY CONSTRUCTION COMPANY INCORPORATED ', ' 2451901.10'), (' LONGVIEW BRIDGE AND ROAD LTD. ', ' 2350872.00'), (' REYNOLDS & KAY LTD. ', ' 2326456.50')]"
526,"[('E-Z BEL CONSTRUCTION LLC ', ' 405949.00'), (' AMERICAN LIGHTING AND SIGNALIZATION INC. ', ' 536613.94'), (' D&G ENERGY CORPORATION ', ' 448464.50'), (' THE LEVY COMPANY L.P. ', ' 456345.30')]"
527,"[('PAVEMENT MARKINGS INC. ', ' 117134.80'), (' TOTAL HIGHWAY MAINTENANCE LLC ', ' 203190.40'), (' TRP CONSTRUCTION GROUP LLC ', ' 191768.10'), (' STRIPE-A-ZONE INC. ', ' 198500.60')]"
528,"[('PRICE CONSTRUCTION LTD. ', ' 5416629.76'), (' REECE ALBERT INC. ', ' 5522798.63')]"
529,"[('L&L COMPANY ', ' 839557.24'), (' STRIPE-A-ZONE INC. ', ' 854083.19'), (' PMI PAVEMENT MARKING INC. ', ' 815945.44'), (' TRP CONSTRUCTION GROUP LLC ', ' 1178007.24'), (' TOTAL HIGHWAY MAINTENANCE LLC ', ' 1025885.96'), (' VIZCAINO L.P. ', ' 886870.60')]"
530,"[('MICA CORPORATION ', ' 938930.00')]"
531,"[('LONE STAR PAVING COMPANY ', ' 930568.20'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 938462.29'), (' AUSTIN MATERIALS LLC ', ' 911970.84'), (' BIG CREEK CONSTRUCTION LTD. ', ' 1025203.59'), (' OLDCASTLE MATERIALS TEXAS INC. ', ' 1008021.59')]"
532,"[('J. LEE MILLIGAN INC. ', ' 1199814.31'), (' RK HALL LLC ', ' 1317676.35'), (' DUININCK INC. ', ' 1447306.03')]"
533,"[('ED BELL CONSTRUCTION COMPANY ', ' 1078285.50'), (' FNH CONSTRUCTION LLC ', ' 1108342.00'), (' RAGLE CONSTRUCTION INC. ', ' 985856.49'), (' 3LW CIVIL LLC ', ' 1195782.00'), (' O. TREVINO CONSTRUCTION LLC ', ' 1180342.90')]"
534,"[('JIMMY EVANS COMPANY LTD. ', ' 1354288.45')]"
535,"[('CLARK CONSTRUCTION OF TEXAS INC. ', ' 4123203.64'), (' LONE STAR PAVING COMPANY ', ' 4187080.52'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 3839721.96'), (' DEAN WORD COMPANY LTD. ', ' 4558550.45'), (' AUSTIN MATERIALS LLC ', ' 4332711.03')]"
536,"[('OLDCASTLE MATERIALS TEXAS INC. ', ' 2822609.67'), (' JAY MILLS CONTRACTING INCORPORATED ', ' 2987151.34'), (' BRETT CONSTRUCTION COMPANY ', ' 2616562.96'), (' ED BELL CONSTRUCTION COMPANY ', ' 3498189.85'), (' FNH CONSTRUCTION LLC ', ' 3408816.00'), (' A. L. HELMCAMP INC. ', ' 3169933.86')]"
537,"[('GILVIN-TERRILL LTD. ', ' 5756355.45'), (' PRICE CONSTRUCTION LTD. ', ' 4825927.13'), (' J. H. STRAIN & SONS INC. ', ' 4845272.36'), (' NOBLES ROAD CONSTRUCTION INC. ', ' 4161245.37'), (' CONTRACT PAVING CO. ', ' 5724471.75'), (' DUININCK INC. ', ' 5522487.70'), (' SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 5074101.41'), (' FNH CONSTRUCTION LLC ', ' 6267528.30')]"
538,"[('SALINAS CONSTRUCTION TECHNOLOGIES LTD. ', ' 1085200.46'), (' LISKA CONSTRUCTION COMPANY INC. ', ' 739618.03'), (' HILL COUNTRY BRIDGE INC. ', ' 764067.65'), (' ACME BRIDGE COMPANY INC. ', ' 737683.48'), (' A GREATER AUSTIN DEVELOPMENT CONCRETE CONSTRUCTION L.L.C. ', ' 934409.00'), (' RELMCO INC. ', ' 874131.00'), (' CRG ', ' 837837.00'), (' DEAN WORD COMPANY LTD. ', ' 1126237.92')]"
539,"[('DURWOOD GREENE CONSTRUCTION CO. ', ' 3322042.95'), (' ANGEL BROTHERS HOLDINGS CORP. ', ' 3743812.85')]"
